4.2.2	120.210.176.80.25762	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	120.210.176.80.25763	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	223.104.11.182.15285	[1, 1]
4.2.1	117.176.65.133.16889	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	117.136.50.36.48520	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.1	117.176.65.133.16618	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.4.2	111.8.2.139.27748	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	120.210.176.80.25769	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.4.2	117.136.35.4.22856	[1, 2, 1, 1, 1, 1, 1]
4.2.2	120.210.176.80.25770	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.1	117.176.65.133.16876	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	183.202.51.38.20286	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	120.210.176.80.25771	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.4.2	117.171.205.149.53792	[1, 1, 1]
4.3	117.136.39.210.60405	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.4.2	117.171.205.149.50785	[1, 1, 1, 1]
4.4.2	117.171.205.149.53306	[1, 1, 1, 1, 1, 1]
4.2.1	117.176.65.133.16545	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.1	117.136.45.127.16697	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	117.136.63.191.37559	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	117.136.25.235.8796	[1, 1, 1]
4.2.1	117.176.65.133.16883	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	117.136.36.80.30060	[1, 1, 1, 1, 1, 1, 1]
4.4.2	112.18.63.120.27080	[1, 1]
4.0.3	122.95.238.53.26315	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	111.9.184.134.55958	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	122.95.238.53.26257	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	120.210.176.80.25772	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	183.252.52.123.5716	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.40.130.39182	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.40.130.39183	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	183.208.97.129.2752	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2	223.65.142.142.20491	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	117.136.4.227.24174	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2	223.65.142.142.20492	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.40.130.39184	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	223.104.16.70.7529	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.40.130.39185	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.40.130.39186	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	111.20.182.252.18786	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	223.104.11.20.60676	[1, 1, 1, 1, 1, 1]
4.1.2	117.136.40.130.39187	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.40.130.39188	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	117.136.3.47.35567	[1, 1, 1, 1, 1, 1]
2.3.6	117.136.3.47.35571	[1, 1, 1, 1, 1]
4.2.1	117.140.80.36.40372	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	117.136.3.47.35573	[1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.136.8.98.14879	[1, 1]
4.2.2	117.136.8.98.6950	[1, 1]
4.2.2	117.136.8.98.1400	[1, 1]
4.2.2	117.136.8.98.22188	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	117.136.3.47.35574	[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.136.33.129.12918	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	223.104.20.197.11348	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	223.104.20.197.18547	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.136.33.129.27318	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.136.33.129.10293	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]
4.0.4	117.140.80.22.37780	[1, 1]
4.0.4	117.140.80.22.37781	[1, 1]
4.0.4	117.140.80.22.37782	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.1	117.140.80.36.40234	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	117.190.185.56.6878	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	117.135.231.36.8265	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	117.135.231.36.8266	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	117.135.231.36.8267	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.37.184.44420	[1, 1, 1, 1, 1, 1, 1]
4.2.2	117.136.33.129.1099	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.136.33.129.10976	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	117.136.34.66.19584	[1, 1]
4.1.2	117.136.8.58.17440	[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1]
2.3.6	117.136.3.47.35579	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	117.136.31.189.48396	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	117.136.31.189.46164	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	183.203.128.202.19223	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.4	117.136.47.0.34059	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.158.19.162.61001	[1, 1, 1, 1, 1, 1, 1]
4.1.1	117.136.1.143.24022	[1, 1, 1, 1, 1, 1, 1]
4.2.2	117.158.19.162.61151	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	117.136.31.189.38762	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	117.136.31.189.52843	[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]
4.2.2	120.194.65.184.26304	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]
4.0.4	117.136.31.189.38252	[1, 1, 1, 1, 1, 2, 1, 1]
4.0.4	117.136.34.66.23369	[1, 1]
4.4.4	120.210.176.91.32615	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	117.136.31.189.63309	[1, 1, 1]
2.3.6	117.136.40.31.50242	[1, 1, 1, 1, 1, 2]
4.2.2	117.158.19.162.61569	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	117.136.40.31.50244	[1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	120.201.58.223.33872	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.158.19.162.61966	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	117.136.39.214.11308	[1, 1]
4.3	117.136.39.214.11309	[1, 1, 1, 1, 1, 1, 1]
4.3	117.136.39.214.11310	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.158.19.162.63817	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.150.7.158.29430	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	117.156.5.5.53599	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	111.26.30.128.4869	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.9.203.31679	[1, 1]
4.1.2	117.136.11.66.46397	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	117.136.24.103.4264	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.4.2	112.5.136.170.13830	[1, 1, 1, 1, 1, 1, 1, 1]
4.4.2	112.5.136.170.12495	[1, 1, 1, 1, 1]
4.4.2	112.5.136.170.13507	[1, 1, 1, 1, 1]
4.0.4	183.252.52.246.24681	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	117.166.58.43.35541	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	117.166.58.43.54920	[1, 1]
4.0.3	117.166.58.43.53511	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	112.53.68.5.58956	[1, 1]
4.3	112.53.68.5.58957	[1, 1, 1]
4.3	112.53.68.5.58958	[1, 1]
4.1.2	117.136.34.0.28347	[1, 1]
4.2.2	117.140.97.150.28732	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	111.37.20.179.19410	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	117.156.5.5.29291	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	223.104.8.162.2505	[1, 1, 1]
4.1.2	223.88.237.121.36535	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	183.198.24.156.13352	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	122.89.226.113.44561	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	120.197.193.87.44016	[1]
4.3	117.136.71.72.63601	[1, 1]
4.3	117.136.71.72.63602	[1, 2, 1, 1, 1, 1, 1, 1]
4.3	117.136.71.72.63604	[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.1	117.136.19.115.50867	[1, 1, 1, 1, 1]
4.1.1	117.136.19.115.50868	[1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	111.31.144.97.17824	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.4.2	223.104.8.40.28450	[1, 1]
4.4.2	223.104.8.40.28451	[1, 1]
4.4.2	223.104.8.40.28452	[1, 1]
4.4.2	223.104.8.40.28453	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.166.193.127.53528	[1, 1, 1]
4.1.2	117.166.193.127.53530	[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]
4.2.2	183.204.43.36.56938	[1, 1, 1, 1, 1, 1, 1]
4.1.1	223.64.234.153.61112	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.166.193.127.53594	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	120.210.177.19.55808	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.165.176.11.48204	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	223.104.19.138.25411	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	120.205.164.250.3241	[1, 1]
4.3	223.104.11.53.29095	[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1]
4.2.2	117.136.8.147.28064	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	112.2.195.52.34555	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	211.138.237.202.35032	[1, 1, 1, 1]
2.3.7	117.136.6.87.55044	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	211.138.237.202.35033	[1, 1]
4.3	111.11.98.43.5373	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.136.30.74.60002	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	117.136.20.81.52189	[1, 1, 1, 1, 1]
2.3.6	211.138.237.202.35034	[1, 1, 1, 1, 1, 1, 1]
4.0.4	111.37.2.40.59960	[1, 1, 1, 1, 1, 1, 1]
4.3	111.11.98.43.5478	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.7	117.136.6.87.55059	[1, 1, 1, 1, 1, 1, 1, 3, 2]
4.1.2	117.151.240.124.45022	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.1	117.135.232.15.63917	[1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	223.73.174.41.47681	[1, 1, 1]
2.3.7	117.136.6.87.55066	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]
2.3.5	223.73.174.41.48001	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	111.59.154.89.26382	[1, 1]
4.3	117.136.40.158.33816	[1, 1]
4.1.2	111.58.110.196.47114	[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	122.95.238.53.26447	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	117.135.231.36.8271	[1, 1, 1, 1]
4.0.3	117.135.231.36.8272	[1, 1]
4.2.2	120.210.179.25.52676	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	223.104.10.0.60372	[1, 1, 1]
4.1.2	117.136.35.28.40722	[1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	117.136.2.67.47291	[1, 1, 1]
4.3	221.131.89.123.3490	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	223.67.187.204.28409	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	117.136.7.5.44448	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.4	117.150.99.88.1102	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	221.131.89.123.3491	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	221.131.89.123.3492	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	221.174.134.109.58029	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	223.68.252.29.12334	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	223.68.252.29.12335	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	117.136.71.235.62978	[1, 1]
4.0.4	117.136.9.49.39653	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]
4.1.2	120.193.157.74.2048	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	223.104.11.28.53736	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	223.104.19.159.63810	[1, 1, 1, 1, 1, 2, 1]
2.3.6	223.104.11.28.53737	[1, 1, 1, 1, 1, 1, 2, 1, 1, 1]
4.1.2	120.193.157.74.2049	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.136.65.27.48511	[1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.6	223.104.11.28.53738	[1, 1, 1, 1, 1, 1, 2, 1, 1, 1]
4.5.2	117.136.40.28.39368	[1, 1]
4.4.2	218.202.130.165.23487	[1, 1, 1, 1, 1, 1, 1, 1]
4.4.2	218.202.130.165.23522	[1, 1, 1, 1, 1, 1, 1, 1]
4.0.3	117.135.231.36.8273	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.1	120.195.4.103.6251	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	223.99.203.2.46409	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.1	223.64.61.100.33893	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	123.67.114.50.54130	[1, 1]
4.0.4	117.136.7.62.54909	[1, 1, 1, 1, 1, 1, 1]
4.3	218.206.252.68.62689	[1]
4.3	123.67.114.50.36009	[1, 1]
4.3	123.67.114.50.46804	[1, 1]
4.2.2	223.67.184.92.11186	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]
4.0.3	117.136.24.65.1680	[1, 1, 1, 1, 1, 1, 1]
4.1.2	223.67.186.229.19133	[1, 1, 1, 1, 1, 1]
2.3.6	120.193.172.9.4443	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	111.9.69.100.27470	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	111.26.30.249.5175	[1, 1, 1, 2, 1, 1]
2.3.6	117.136.13.144.13047	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	120.210.169.159.47027	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	223.64.62.245.18357	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.1	117.171.132.64.57622	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.4	117.136.30.226.29143	[1, 1]
4.1.2	117.169.149.69.48331	[1, 1, 1, 1, 1]
4.1.1	117.171.132.64.35174	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.169.149.69.39396	[1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.1	117.171.132.64.43797	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.1.2	117.169.149.69.42837	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.3	223.104.21.70.57551	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	112.2.195.52.34273	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	112.2.195.52.54582	[1, 1, 1]
4.0.4	223.67.99.84.19614	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	112.2.195.52.56681	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	112.2.195.52.54138	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	117.136.5.135.58877	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2]
4.3	117.136.44.155.34624	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	112.2.195.52.34806	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	117.136.65.51.12763	[1, 1, 1]
4.3.2	117.173.97.94.21882	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.2.2	223.104.16.139.7136	[1, 1, 1, 1, 1, 1, 3, 1, 4, 1]
2.3.5	223.64.62.245.18361	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.3.5	223.64.62.245.18362	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.0.4	117.136.20.10.36882	[1, 1, 1, 1, 1, 1, 4, 1, 1, 1]
2.3.6	183.196.3.150.2048	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
